Sentimen,Teks
-1,"Kasih Promo cashback tapi ngak niat. Cashback nya ngak dapet, saldo terpotong. Waktu dikomplain bilang nya HP & account nya pernah dipakai di device lain, padahal tidak pernah sama sekali. Dan keputusan final dari Dana bilang nya tidak dapat cashback. Respon Customer Service lamban & kata2 reply nya...Full Review"
-1,"Karena skrang pakai hp bekas keluarga yg dulu pernah install dana, jd skrang gak bisa dpt cashback dana. Anehnya walau sodara gak pake promo itu pun gw tetep gak bisa pake promonya. Padahal uda akun premium yg mengharuskan upload ktp, yg menandakan gw adalah 2 org yg berbeda. Uda complain 1x email, ...Full Review"
-1,ini mau upgrade ke premium biar bisa kirim uang tapi susah banget ya..jadi ribet pakai dana kalau sistimnya masih belum profesional/canggih bro...hadeeh
-1,dari segi akun tidak bisa memiliki lebih dari satu akun dengan orang yang sama..ayo dong perbaharui sistemnya biar setiap orang bisa memiliki akun dana lebih dari satu ( saran saya sih maksimal tiga akun dana untuk setiap orangnya
-1,"Tidak mendapat cashback 100% dan Misi tidak selesai padahal sudah sesuai ketentuan, ngajukan pesan tidak di respon"
-1,Beli soursally ada minimum 65k kalau pakai dana. Sy kasi bintang 1 krn tdk sesuai s&k jajan gratis
-1,"Setiap ada promo di DANA, dari pertama bikin setiap mau pakai voucher, voucher not ready to use.. Apaan sii inii??? ada promo tapi ga bisa dipake. Kalo udah transaksi harusnya dapet spin eehh ni kaga dikasii,, asemmm.. Ribet amaatt.. cs nya not helpful banget payah.. Lebih simpel, jelas pake gopay s...Full Review"
-1,Aplikasi kada g error.voucher card binding say tidak bisa ditransaskian di merchant.
-1,"Saya sangat kecewa dengan pelayanannya, responsif tapi tidak solutif. Awalnya saya sangat senang sekali bertranksaksi di DANA, tapi hanya karena pernah ganti nomor dan bikin akun lain di hape yang sama, malah gak bisa dipake lagi promonya. Minta solusi tapi pihak DANA sendiri ternyata tidak punya so...Full Review"
1,i love dana memudahkan bgt deh! gapunya mbanking karena gadibolehin mama takut boros belanja online mulu tp karena ada dana aku tetep bisa hedon muah
-1,bener2 lambat responya saya tranfer pending dari tanggal 3 sampe sekarang belum balik lagi uang saya... entah sampai kpan uang saya bisa balik lagi...
-1,"customer service no respond, promo tidak berjalan lancar, cashback tidak masuk ke akun saya, pdhl saya akun premium"
-1,sampah lupa pin masa suruh hubungi cus service gliran di hubungi nmr nya salah aplikasi uang digital tersampah pantes aja lu kalah sama ovo programer nya sampah di bayar murah pasti
-1,"Udah beberapa minggu pengajuan penggantian nomor ponsel, udah kirim dokumen via email tapi ga ada respon sama sekali. Andai bisa skrinsut sentmail pasti saya lampirkan disini. Dan sudah 3x kirim"
-1,Kenapa kalau kita upgrade ke premium klo foto ktp selalu gagal ya. Berkali kali dicoba kaya gitu. Overall tetep dpt cashback sih klo gak premium tp mau diubah premium susah bener
-1,"Min kok pilihan bayar PDAM jawa timurnya untuk daerah surabaya tidak ada? Tolong di review min pasti banyak pengguna aplikas DANA yg lain disurabaya juga mau bayar tagihan PDAM daerah surabaya, ditunggu feedbacknya thnx ??"
1,"DANA top Markotob jauh diatas ovo dan gopay atau linkaja, Nasabah merasa, aman, & nyaman + banyak bonus2 serta discountnya lagi. Thanks Dana ... ??????"
1,"Senangnya ada Dana, semakin dimudahkan utk pembayaran digital dan melakukan transaksi di merchant khusus apalagi di merchant yg promo.. sukses terus untuk dana, promo ditingkatkan sehingga saya semakin banyak lagi berttansaksi menggunakan dana."
1,"Aplikasi yang sangat berguna dan praktis, apalagi ringan buat memori Semoga kedepan ada DANA dalam bentuk kartu debit yang bisa di tarik tunai disemua bank"
1,"Jadi suka ini aplikasi awalnya gak mau ribet cuma minat mBanking tapi sejak bukalapak (memaksakan pakai dana) jadi nyaman apalagi sering ngadain promo gratis pulsa , thanks ??"
-1,isi pulsa 2x yang masuk cuma sekali. di laporan DANA sudah berhasil. tapi laporan telkomsel ga berhasil. pas saya cek pulsa memang tidak ada pulsa masuk. haduh uang 20rb aja lu korupsi tong. moga cepet bangkrut ya tong DANA
1,Enak. Pake dana bayar transaksi jadi gampang. Bisa dilakuin dimana aja gak ribet. Tapi kedepannya perbanyak merchan yg di ajak kerja sama ya danaaa. Trus pertahanin juga promo dan voucher vouchernya. Terimakasih dana
-1,"Yg perlu dicermati cm 1, jam'nya masa berlaku voucher, bkn hny tanggalnya. Dan notifikasi voucher bila akan segera expired tidak tertampil di notification hp walaupun sudah disetting always show. Sebaiknya tidak perlu mengikat masa berlaku voucher dengan jam bila notification aplikasi anda sendiri t...Full Review"
1,"Mantap uda dapet voucher dapat lagi cashback. Double cashback. Lebih mantap dari kompetitor nya si O. Semoga cashback nya gak cuman promo awal awal , kalo bisa terus terusan lah. Send uang pun cepat"
1,"Upgrade ke premium langsung dapet voucher, terimakasih ya. Kritik dan saran, berikan pilihan bahasa di dalam aplikasi DANA. Preferensi bahasa Indonesia sebagai bahasa utama. Karena jika dicampur antara English dan Indonesia sangat aneh. Full Indonesia lebih baik ??"
1,"Cepat dan mudah bayar dengan dana, sering ada promo dan banyak cashbacknya. Bisa digunakan dibanyak mercant. Untuk yang baru mau login bisa pakai referal code ""cWLTuh"" Supaya dapat tambahan voucher 25rb"
1,"ada free transfer 10x, mantap. Saya suka pakai dana. Tapi tolong kalau mau topup agar diberi nama tujuan pemilik akun, selain nomor hp. Agar saat topup lebih yakin sudah benar. Saya kasih 5 bintang kalau bisa."
-1,"sistem aplikasinya yg jelek, mengambil / memotong voucher secara random (tidak bisa kita pilih) jika kita belanja secara offline. response CSnya LAMA dan BERTELR TELE.."
-1,"Susah mengupgrade ke account premium, tolong tambahkan fitur upload foto supaya mudah, kalau take foto gambar y tidak jelas, di situ di tuntut harus jelas gambar y. Jd hrus di perbaiki lg aplikasi y.."
-1,"Sering bermasalah , cashback bisa tidak ada Token play zonk terus , voucher pulsa tidak dapat , voucher pulsa tidak bisa dipakai , CS na gawat , selesaiin masalah saja ribet amat dan lambat , padahal bisa cek di sistem sendiri"
-1,"Susah banget verifikasi data buat upgrade ke DANA Premium, upload E-KTP selalu ditolak sama sistem, apa karena E-KTP saya udah jelek??? Mohon untuk dipermudah sedikit untuk verifikasinya. Thanks."
-1,Ini gimana si masa saya sudah isi paket data ke no saya tapi ko gak ke kirim padahal saldi saya udah di potong tolong dong ini gmn maksudnya?
1,Makin lama makin cakep nih app bnyak bnget promo skrg save sampe 35rb.. wowo bnyak promo 50% lgsung coba. lumayan lah rata2 save 15rb. mksi Dana
-1,"Sekarang jadi deg degan mau jajan pake dana, ada tulisan cashback 50% di rice bowl n family mart tp nyatanya g ada, di komplain g ada tanggapan."
-1,Transaksi transfer ke bank PENDING. Sampai sekarang blm ada kejelasan status pengembalian dana atau transaksi sdh berhasil! Mohon diproses min. Mau brp lama sy menunggu???
-1,"sebelum saya update app dana saya biasa clear all data. dan hari ini saya transaksi di mama roz, di banner tertulis cashback 20rb tp nyatanya saya gak dpt cashbackdengan alasan gak masuk akal katanya karna saya login dan logout di hp lain. what the hell ?????? makan tuh sisa saldo saya"
-1,"Bos tolong saya mau ganti no tlp,,soalnya no saya hilang pi jgn dipersulit bgt hub via tlp cuma habisin pulsa pi ga ada responnya,,via email jawaban nya hub lewat via tlp...muter2 j trus...aplikasi parah"
-1,"Mohon untuk perubahan data account premium nya bisa di ganti karna KTP yang sementara kan belum bisa buat account premium, jadi sementara biasa banyak yang pinjam KTP keluarga nya"
-1,Penipuan. Katanya dapat cashback jika belanja di outlet2 yg bertanda dana. Ternyata setelah belanja tidak dapat casback. Mengecewakan
-1,"Akan lebih baik apabila di tambahkan fitur mark all notification as read, biar ga buang2 waktu untuk buka 1 1 notifikasi yang lawas."
1,Meski Dana blom tersedia di berbagai makanan outlet yang saya sukai
-1,habis diupdate sy tidak bisa login. setiap memasukkan pin slalu system busy... telpon cs sibuk terus sampai diptus sendiri panggilannya. bgaimana ini?
1,Terima kasih Cashback 25.000 saya sudah diterima mohon jangan sampai terulang kembali karena itu bisa menurunkan tingkat kepercayaan para pengguna dana
-1,"TOLONG DIPERBAIKI APLIKASINYA, SPIN 9X ZONK TERUS, GA KAYA DULU, DI S&K KATA NYA BELI PULSA DAPET VOUCHER PULSA, INI GA ADA... MOHON PERBAIKI MIN BIAR KAYA DULU LAGI.."
1,sumpahhhh gua akhirnya jajan enak dan kenyang bgt dengan makanan sehat sebagai anak kost yg biasa makan bakso aci mulu
-1,OTP ga masuk2 pas mau beli tiket di tix.id. Customer Support gabisa dihubungi.
-1,"Saya beli pulsa lewat dana saya kira pulsanya belum terkirim. dihistorynya bagian in progress ada yg belum dibayar, saya bayar lagi ternyata malah 2 kali terkirim pulsanya (2 kali bayar juga). Tolong dibenerin menu Historynya biar bisa di cancel manual & menu bayar pulsa juga tidak ada tombol batalk...Full Review"
-1,error... S&K tidak jelas... jawaban CS cuma co-past & tidak solutif... banyak false notifications...
-1,"Promo luar biasa hebat. Cashback sering sekali tidak masuk. Uda DM IG dibalas nextday, email balasan minta bukti mau investigasi, habis gitu dianggurin aja udah 2 hari. Kalau mau buktinya semua saya ada. Yg kaya begini mah ga akan lama bartahan #BALIKKEDOMPETLAMA"
1,"Keren banget coz banyak manfaat dan efisiensi waktu, note: perbanyak reward dong biar tambah semangat pakai aplikasi DANA"
1,"bener-bener bagus! gak ribet, transaksinya cepet banget, mau jadi prioritas juga gak pake lama bisa langsung saat itu juga, dan kalo mau cashout gampang juga dan cepet bgt??????????"
-1,"Hallo... Di aplikasi dana, untuk di pocket lalu play dana surpize itu tidàk bisa di buka, padahal akun saya ada 2 surpize.. Tolong penjelasannya.. terima kasih"
1,gilaaaaa.... pake Dana memudahkan hidup banget dalam bertransaksi dan mengirim uang.. banyak promo & banyakin promo deh ???? good job DANA
-1,"Halo DANA. Mw saran aja nih. Tambahin fitur pembayaran voucher game lain seperti Steam, Blizzard, PSN, dan Xbox Live ya. Skarang 3 bintang dulu."
1,"good n suka pake banget, maju trus DANA bantu ibu rumah tangga buat hemat n save uang belanja. Makasih"
1,"Sukaa banget Dana, simpel dan ada nilai bonusnya sendiri bagi saya karena tanpa biaya admin. Pokoknya mantapp banget dahh!"
-1,"Parah, aneh banget, udah lama ga gunain dana, lupa pin, mau reset telp ke cs, ditanyain terakhir transaksi(udah lupa, dah lama), saldo ada berapa(udah kejawab soalnya ada di tixid), yg lain ga sama jawabannya sama sistem dana nya, disuruh daftar lagi pake nomer laen, laah bijimana bisa gituu ?????? ...Full Review"
-1,vouchernya ga bisa di pake aneh. makin lama kok makim ga bagus
-1,Praktis dan aman dalam membayar segala macam transaksi. Mmembayar dengan Credit Card kini hanya perlu lewat smartphone saja
1,Baru install langsung dapat cashback 50.000 dipake beli pulsa 50rb di kasi lagi cashback 25rb Tau gitu dr dulu install dana ??
1,"bisa transfer dengan mudah, dapet kesempatan 10 kali free transfer, semoga yg transfer ke 11 tetep free. berkerjasama dg bukalapak. good app"
1,Mempermudah utk alat pembayarn jd ckp bawa hp aja dan pastiin dana saldo ada yaa.. Plis perbyk cashback... Thanks dana
1,Mudah cepat dan aman. Bisa bayar apa saja.. Hanya saja belum banyak rekan offline Dana di kota saya. But i love it.
-1,"Voucher potongan pulsa 25rbnya tidak bisa dipakai, jadi ragu apakah promo lainnya juga tidak bisa dipakai"
-1,"Cashback saya mana, katanya 100% bulshiit, repone lambat pula kampret"
-1,dana sekarang tidak bisa di gunakan sedangkan upadated nya sudah di lakukan tapi agal di persulit jadi kurang bagus utk dana
-1,"2x pakai, nga dapat cashbacknya.. Saatnya uninstall aplikasinya.. Nga guna."
-1,"Benar2 mengecewakan.. Mulai ga dapat cashback, selalu dapat zonk, voucher ga bisa dipake, email sama cs tapi selalu maksa upgrade account."
-1,"Susahnya jadi member premium DANA. Sebelumnya saya sudah jadi member premium, tapi karena suatu hal saya harus ganti nomor HP. Saat saya mau jadi member premium di nomor yang baru syaratnya harus bisa sebutkan transaksi terakhir dan jumlah saldo terakhir di nomor yg lama padahal nomor lama saya suda...Full Review"
1,Terbantu dgn adanya aplikasi ini. Saran saja tolong tambahkan pembayaran pdam untuk wilayah kota Palangkaraya. Terima kasih
1,"Seruuu, banyak promoonyaa. Suka bagi bagi hadiah lagi hehehe walaupun belom pernah dapet si hehehe. Sukses terus ya dana"
1,"keren! selalu banyak diskon dari dana, jadi pas hangout ke mall gak khawatir soal makan lagi :)"
-1,"Sudah didepan counter, tinggal scan QR malah gk bisa keluar kode QR nya. Akhirnya bayar pake debit"
-1,"tadinya lupa PIN, jadinya keblokir. sudah berusaha mereset dgn menghubungi call center dan email, jawaban yg diberikan dari pihak DANA hanya muter2 dan ber belit-belit. padahal sudah saya katakan sebelumnya kalo pelanggan baru dan belum melakukan transaksi apapun. dikatakan akan ada sms masuk, sudah...Full Review"
1,Memudahkan transaksi banget karna bisa transfer kemana aja tanpa kena charge. Thankyou so much dana!
-1,Sering error dan tidak bisa transfer
-1,Voucher yang saya miliki tidak bisa digunakan dengan alasan yg tidak jelas. Saya merasa tidak nyaman dengan hal seperti ini.
-1,apakah bisa dibuat setiap buka aplikasi perlu PIN/fimgerprint agar aplikasi tdk bs diakses org lain.
-1,"Ada baiknya, ditambahkan fitur pengaman ketika membuka aplikasi dana, seperti Fingerprint, pi, pasword atau sistem keamanan lainnya Terimakasih"
1,"Setelah drama panjang buat upgrade premium skrng udah bisa transfer ke bank, keren sih, cepet banget"
1,Menjadi akun premium dapat diverifikasi dengan cepat. Transaksi mudah dan tidak ribet. Aplikasi mudah dimengerti dan user interface nya simple.
1,"Enak bgt suka promoan, bisa irit apalagi pas akhir bulan. Beneran the besr dah DANA!"
-1,Promo cash back tidak bisa dan sudah sesuai TC. Sudah email dan sudah ditanggapi. Thanks Dana. Cash backnya sdh dikirimkan.
-1,Dana spin and win nya selalu zonk sekarang kayanya emang gak akan pernah dapat voucher lagi
1,"Dompet digital yg baik sekali, tp karena baru pakai belum nemu kritik atau saran, so far so good"
1,Aplikasinya mudah digunakan dan banyak bonusnya. Dan sekarang lebih mudah untuk Upgrade ke Dana Premium. Strongly recommended!
-1,tp suka ga enaknya klo lg gangguan pas lg dibutuhin
-1,"otp ko ndak terkirim, sudah dicoba berkali-kali di hari yg berbeda. apa ini?"
1,Memudahkan pembayaran..dan berharap terus ditingkatkan lagi..terutama sisi keamanan..sehingga klien lebih yakin & semakin banyak & sering menggunakan Dana..
1,"Cashback langsung masuk jadi satu ke Saldo, promo potongan jg langsung dipotong dr total pembayaran."
-1,"AKUN TIDAK PERNAH LOGIN KE DEVICE LAEN DI BILANG PERNAH KE DEVICE LAEN SEHINGGA CASHBACK PROMO JAJAN GRATIS TIDAK MASUK, VOCER KEMERDEKAAN TIDAK BISA DI CLAIM KARENA DIANGGEP DOUBLE DEVICE... PADAHAL HP SAYA CUMAN SATU... HATI2 SAMA APLIKASI INI... PROMO NYA TIDAK IKHLAS... JIKA TIDAK DAPAT PROMO DI...Full Review"
1,"Sangat membantu, semoga semakin banyak promo ?? Semoga tarik Dana ke Bank bisa free fee ??"
-1,"Utk saya gunakan ini, cashback tidak didapatkan dalam 3x transaksi. Sangat kecewa dengan aplikasi ini."
1,banyak diskonnya. admin nya juga murah. rekomen buat yg mau bayar listrik postpaid/prepaid
-1,Sebaiknya pilihan Zonk di Dana Spin & Win dihilangkan.
-1,"Saya tidak mendapat cashback, saya urus di email namun cashback saya samapai sekarang belum dikembalikan."
1,"Aku lebih suka DANA dibanding provider lain karna : 1. Topup di alfamart nggak ada biaya adminnya. 2. Karna aku pake TIX ID jadi sering merasa untung karna bisa pakai lebih dari 1 voucher sekaligus. 3. Nggak pernah ngerasa ada kendala sampe sekarang Tapi bagaimana pun, versi DANA terbaru ini nggak m...Full Review"
1,Mudah dan lengkap untuk pembayaran apapun.. yang saya suka ada pilihan zakatnya.. sukses terus dana
